dataset,attr_conc.mean,attr_ent.mean,attr_to_inst,best_node.mean,can_cor.mean,cat_to_num,class_conc.mean,class_ent,cor.mean,cov.mean,eigenvalues.mean,elite_nn.mean,eq_num_attr,freq_class.mean,g_mean.mean,gravity,h_mean.mean,inst_to_attr,iq_range.mean,joint_ent.mean,kurtosis.mean,leaves,leaves_branch.mean,leaves_corrob.mean,leaves_homo.mean,leaves_per_class.mean,lh_trace,linear_discr.mean,mad.mean,max.mean,mean.mean,median.mean,min.mean,mut_inf.mean,naive_bayes.mean,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_repeated.mean,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,p_trace,random_node.mean,range.mean,roy_root,sd.mean,sd_ratio,skewness.mean,sparsity.mean,t_mean.mean,tree_depth.mean,tree_imbalance.mean,tree_shape.mean,var.mean,var_importance.mean,w_lambda,worst_node.mean
adult_bootstrap_4.xlsx,0.022901647823620124,2.1325183352051003,0.00039925063726544026,0.8020943267911337,0.5086319040710917,0.0,0.02841346960737948,0.7986152976878508,0.06232090291416712,18300.381229614683,856722934.7191218,0.8113387042386122,12.266162914545168,0.5,12255.910536535168,4668.275257253333,9640.18954708009,2504.6923076923076,9246.692307692309,2.866026451188976,16.48209841948565,3163,20.350616503319632,0.00031615554852987667,263596347732.75015,0.5,0.3489931906449692,0.8136729037212611,6879.035907692307,120006.23076923077,14641.42140786642,13692.846153846154,1061.1538461538462,0.06510718170397492,0.7948463675666623,3162,243.23076923076923,0.09711003961794785,81.07692307692308,243.23076923076923,13,1,0,2,0.0,1,32561,0.0,13,10,31.75396476077087,,0.8844631181827989,0.25870641383898424,0.7578391353644653,118945.07692307692,0.3489931906449692,8730.141231512838,1.1558082503677498,2.4477158857493486,0.10144069821162041,13632.927447328739,19.35399209486166,0.024667212753051206,0.001950740153372377,856722934.7191217,0.07692307692307694,0.7412935861610157,0.7578391353644653
adult_bootstrap_5.xlsx,0.02975903923419637,2.135852867375755,0.00039925063726544026,0.8024629620269781,0.5073664674890435,0.0,0.028500872027503153,0.7979068847888193,0.06261264123405184,39562.34078026726,846772445.9689378,0.8142869846009237,12.464113537213686,0.5,12306.375160255422,4436.223641376241,9705.839741660038,2504.6923076923076,9102.076923076924,2.8697434157916315,17.849617762574763,3085,19.500486223662886,0.00032414910858995135,851733617603.7,0.5,0.3466575805985316,0.8149316365658091,6780.728123076923,120006.15384615384,14665.3206596849,13747.461538461539,1061.1538461538462,0.06401633637294266,0.7949078492062834,3084,237.23076923076923,0.09471453579435521,73.42857142857143,237.23076923076923,13,1,0,2,0.0,1,32561,0.0,13,10,32.36418465019347,,0.8891922632711703,0.2574207323323106,0.7582691013647416,118945.0,0.3466575805985316,8646.289167335863,1.1556698961072975,2.4954610350148627,0.10151599507303719,13654.286773420057,18.503809369427785,0.022702853156062425,0.0020356740986727895,846772445.968937,0.07692307692307693,0.7425792676676894,0.7582691013647416
adult_bootstrap_6.xlsx,0.029409459538799174,2.1429526853251164,0.00039925063726544026,0.8024322306368668,0.5058924956124337,0.0,0.028046473682901474,0.7961294828035949,0.06185665240552973,34162.96987636358,850587110.3663768,0.8115847628128868,12.49464035092942,0.5,12351.586120936525,4216.954072490743,9751.431580464883,2504.6923076923076,9145.76923076923,2.8753644891525116,17.583288964997948,3087,20.38095238095238,0.00032393909944930353,8715048914420.855,0.5,0.343954547195433,0.8145327508545194,6828.741553846154,122257.69230769231,14708.824856541449,13791.384615384615,947.0,0.06371767897619994,0.7970576414888664,3086,237.3846153846154,0.09477595896931912,70.13636363636364,237.3846153846154,13,1,0,2,0.0,1,32561,0.0,13,10,32.631995385857664,,0.8847396158265057,0.2559272171169762,0.7593440022208828,121310.69230769231,0.343954547195433,8667.039195457664,1.1398654986527106,2.4849643342447276,0.1014443219250565,13686.944129678994,19.384416005183866,0.02143053253593897,0.002083529991235584,850587110.3663771,0.07692307692307693,0.7440727828830238,0.7593440022208828
adult_bootstrap_7.xlsx,0.031282974051915186,2.1399709703654084,0.00039925063726544026,0.8008661556021088,0.5096016083977795,0.0,0.028863411949593118,0.7972477699795113,0.061248276491844104,28484.644381059465,880508967.6782292,0.8128437313999181,12.046231234123066,0.5,12385.529125122823,6195.797193607504,9776.97132513878,2504.6923076923076,9205.0,2.8710364004508317,19.747428985345024,3126,20.213371721049263,0.0003198976327575176,328768203211.07104,0.5,0.35079241404380485,0.8161910954972054,6850.980553846153,122257.76923076923,14758.774602934609,13759.461538461539,1061.1538461538462,0.06618233989408795,0.7948466693170408,3125,240.3846153846154,0.09597371088111545,80.12820512820512,240.3846153846154,13,1,0,2,0.0,1,32561,0.0,13,10,31.334471307451782,,0.888425138371408,0.25969379928160374,0.7586683454046057,121196.61538461539,0.35079241404380485,8770.74369716696,1.1494277362033203,2.5805188772567718,0.10146272531324864,13718.788456616832,19.216765317549193,0.02455881399722688,0.0019331960690927405,880508967.6782297,0.07692307692307694,0.7403062007183963,0.7586683454046057
AIDS_Classification_bootstrap_1.xlsx,0.0523322768481397,1.7470367242527292,0.009817671809256662,0.8195252511956473,0.6575769467221565,0.0,0.009736611046809654,0.7908482563247715,0.09960828314830132,1214.7582487288053,35572.23516055122,0.859747268658681,26.807255739958453,0.5,142.78922668299498,450.3976929756074,125.89740876866352,101.85714285714286,119.52380952380952,2.5083837043560058,4.266931088966253,141,9.851063829787234,0.0070921985815602835,241370.70346041984,0.5,0.761827183774107,0.8588061076740819,66.29339999999999,839.6666666666666,191.22814399251988,177.38095238095238,19.61904761904762,0.029501276221494992,0.8307511737089202,140,6.666666666666667,0.06545114539504442,7.368421052631579,7.368421052631579,21,11,0,2,0.04761904761904762,1,2139,0.0,21,14,58.219021954711806,,0.90837172568119,0.43240744086043387,0.7625071300074591,820.047619047619,0.761827183774107,92.5699910742798,1.025117306599264,0.8344060766516221,0.3025846070698443,182.0230498425051,8.88967971530249,0.05192991344302043,0.038164936904366134,35572.23516055123,0.04761904761904763,0.5675925591395661,0.7625071300074591
AIDS_Classification_bootstrap_2.xlsx,0.01995493625820904,1.743763495949293,0.009817671809256662,0.8522662454477645,0.6965973584694395,0.0,0.010631758540374727,0.8187852292417861,0.10226354193878792,1350.8024087084013,35861.358688545544,0.8639594576806635,23.3233195972697,0.5,144.81528145589678,477.3284962401488,127.48931556522996,101.85714285714286,124.30952380952381,2.527442863616484,2.879619415238974,130,8.246153846153845,0.007692307692307693,10059.766278166278,0.5,0.9426826249169025,0.8709600280812602,71.3766,825.952380952381,194.64714263451992,181.52380952380952,14.761904761904763,0.03510586157459488,0.8321683998069414,129,6.142857142857143,0.06030855539971949,9.923076923076923,7.166666666666667,21,11,0,2,0.04761904761904762,1,2139,0.0,21,13,48.67157670362392,,0.9111754639989469,0.4852478798266008,0.7452086349874951,811.1904761904761,0.9426826249169025,92.9766054612314,1.0248682255881618,0.7024156874409109,0.30255498771853784,186.06944598851211,7.281853281853282,0.08731544600933547,0.04631723257211538,35861.35868854552,0.047619047619047616,0.5147521201733992,0.7452086349874951
AIDS_Classification_bootstrap_3.xlsx,0.03690068258939778,1.733520059519216,0.009817671809256662,0.8223311833618535,0.6321565620816915,0.0,0.008354869173575894,0.7947602854350705,0.1024514641194314,1252.7555136435067,35018.706846609326,0.8574217893027949,29.408191139424602,0.5,143.316515871612,412.9111230182618,126.09218742920731,101.85714285714286,121.23809523809524,2.5012552116617583,2.543729955054466,131,8.877862595419847,0.007633587786259541,32333.023776223778,0.5,0.665617102986127,0.8429094818129963,67.07,671.7142857142857,192.15298648678734,176.9047619047619,15.666666666666666,0.027025133292527308,0.8041178535386775,130,6.190476190476191,0.06077606358111267,8.125,6.190476190476191,21,11,0,2,0.04761904761904762,1,2139,0.0,21,14,63.14473670694345,,0.9219209337018999,0.3996219189829434,0.7601684875608793,656.047619047619,0.665617102986127,91.95638764926753,1.019956311665637,0.7096337760000049,0.3025688206085649,182.52992403186954,7.915708812260537,0.06760846780119686,0.04249957135615458,35018.70684660932,0.047619047619047616,0.6003780810170566,0.7601684875608793
AIDS_Classification_bootstrap_4.xlsx,0.024053445041126394,1.7461109753975212,0.009817671809256662,0.8284125312623404,0.6511145976142513,0.0,0.008570211837502138,0.8024549100430008,0.09919840416750333,1285.75898645001,37047.03328975214,0.8489996051072792,28.582209554633224,0.5,141.8740270811683,438.6554645135926,125.53094127881793,101.85714285714286,118.26190476190476,2.5204905573764282,3.5419806222728067,135,9.237037037037037,0.007407407407407408,122810.4948250236,0.5,0.7359610807541763,0.8485191522969593,66.57579999999999,839.6190476190476,190.89801642957323,177.0952380952381,16.61904761904762,0.02807532806409369,0.8218682813391253,134,6.380952380952381,0.06264609630668537,7.052631578947368,6.7,21,11,0,2,0.04761904761904762,1,2139,0.0,21,14,61.193787064973634,,0.917252424202536,0.42395021922636833,0.7554933965161686,823.0,0.7359610807541763,94.26770241908605,1.0212920290223888,0.7945978318582831,0.30259657047571004,181.25936631461923,8.275092936802974,0.05705821316166842,0.04360744335033275,37047.03328975213,0.047619047619047616,0.5760497807736317,0.7554933965161686
AIDS_Classification_bootstrap_5.xlsx,0.023116763947296243,1.7439364917516904,0.009817671809256662,0.8410534860251854,0.6784382234592061,0.0,0.009058229479578758,0.8136774494118928,0.0969439245903468,1161.2855798903881,36132.206946144055,0.8709731911719538,25.197912305999722,0.5,142.27007825181596,467.4156938737075,124.40833379093627,101.85714285714286,119.76190476190476,2.5253224783022667,2.59428654373634,130,8.761538461538462,0.007692307692307693,14752.765723165725,0.5,0.8528071559635583,0.864883067877671,67.3524,672.047619047619,191.21389612413455,176.47619047619048,14.761904761904763,0.032291462861316206,0.8284278882014829,129,6.142857142857143,0.06030855539971949,9.214285714285714,7.166666666666667,21,11,0,2,0.04761904761904762,1,2139,0.0,21,13,53.00611608218133,,0.9252007371330789,0.4602784230504837,0.7484818568733272,657.2857142857143,0.8528071559635583,93.32206385682726,1.023756069216871,0.7442822334721848,0.30258707178480765,180.93014637761718,7.7992277992278,0.07383823416870071,0.041884202223557696,36132.20694614405,0.047619047619047616,0.5397215769495163,0.7484818568733272
AIDS_Classification_bootstrap_6.xlsx,0.019669889739187194,1.7448599465979366,0.009817671809256662,0.8316945285419683,0.6601827568921017,0.0,0.009131429004758013,0.803973279590983,0.09946740028184654,1292.973963966654,37110.777938257925,0.8807906629810013,25.956367572096532,0.5,142.80226476013573,438.07340853181387,122.94002752200619,101.85714285714286,120.69047619047619,2.5178591972783693,5.045765796227059,130,8.823076923076924,0.007692307692307693,16866.791164391165,0.5,0.7725507933329719,0.8681738405510948,68.6232,809.5714285714286,192.48375965627017,178.52380952380952,14.761904761904763,0.030974028910550094,0.8237747356412619,129,6.142857142857143,0.06030855539971949,9.214285714285714,7.166666666666667,21,11,0,2,0.04761904761904762,1,2139,0.0,21,13,55.33299922450895,,0.9256614453073582,0.43584127249765586,0.7545588170769164,794.8095238095239,0.7725507933329719,94.42037404409031,1.023099553827075,0.9028976430558958,0.3025822667765168,183.25625347415232,7.861003861003861,0.07360319841742301,0.043057955228365384,37110.77793825789,0.04761904761904763,0.5641587275023441,0.7545588170769164
AIDS_Classification_bootstrap_7.xlsx,0.03662352758616564,1.7384764491222293,0.009817671809256662,0.8344982668597254,0.6671569434064545,0.0,0.01053819973134341,0.8032149472120742,0.09935792456604106,1210.1871914430903,35761.932668159294,0.8667237067263394,25.251665941902832,0.5,142.7550924491909,445.17216180193566,126.19034928851657,101.85714285714286,121.14285714285714,2.509883002026377,3.0876105283389603,133,8.631578947368421,0.007518796992481203,18916.209923409926,0.5,0.8021212712605411,0.8616142336887368,65.7286,822.4285714285714,191.00609986865246,175.95238095238096,16.142857142857142,0.03180839430792613,0.8195340265894432,132,6.285714285714286,0.061711079943899017,9.428571428571429,7.333333333333333,21,11,0,2,0.04761904761904762,1,2139,0.0,21,13,53.65464343445433,,0.9186499056645168,0.4450983871354431,0.7550261067965425,806.2857142857143,0.8021212712605411,93.03115540226369,1.0200515736030664,0.7821155520201983,0.3025634522509229,181.6023346303502,7.667924528301887,0.07753776150821466,0.0441903709468985,35761.932668159294,0.047619047619047616,0.554901612864557,0.7550261067965425
bank_bootstrap_1.xlsx,0.026247839816394707,2.313428354518407,0.00035389617570945125,0.8828824862812794,0.45295568006559384,0.0,0.007018374199407909,0.5210180993175292,0.06320669310127429,162.1226190269516,612227.4899493335,0.8428704181704113,27.247477181158324,0.5,,576.3548696356695,,2825.6875,100.96875,2.8153247532890022,330.82497981913747,2492,15.352327447833066,0.0004012841091492777,391661740.4274079,0.5,0.2581288461256091,0.8897613828474149,51.705675,6543.0625,108.88259217889453,43.875,-499.625,0.019121700546934087,0.8257944961940353,2491,155.6875,0.05509721085576519,85.89655172413794,155.6875,16,3,0,2,0.008333333333333333,1,45211,0.0,16,9,119.98444638018009,,0.9380903515668833,0.2051688481036846,0.8828824862812794,7042.6875,0.2581288461256091,219.37671249777114,1.0200498216505924,4.609811005253704,0.18312265637868447,53.77988950123493,14.35560907084086,0.03779425808266993,0.003510964796676586,612227.4899493335,0.0625,0.7948311518963154,0.8828824862812794
bank_bootstrap_2.xlsx,0.04374227357597083,2.3172300676860305,0.00035389617570945125,0.8823958780592529,0.44967260398490977,0.0,0.00746652519358781,0.5224345516650915,0.062546827267777,164.7458424822029,536448.7283050795,0.837251629600955,26.495815177842935,0.5,,543.0597707667981,,2825.6875,99.8125,2.819946994203209,332.21389895961704,2504,15.239217252396166,0.00039936102236421724,242347746.72542405,0.5,0.25345554312308655,0.8900488418047342,51.613012499999996,5468.125,107.55419311671938,43.8125,-499.625,0.019717625147913025,0.8269666320060661,2503,156.4375,0.055362632987547275,83.43333333333334,156.4375,16,3,0,2,0.008333333333333333,1,45211,0.0,16,9,116.52074858423269,,0.939019266422037,0.2022054507745695,0.8823958780592529,5967.75,0.25345554312308655,207.0401914261913,1.0185021564571826,4.96138555015673,0.1831669820585698,53.63618350720685,14.242460555222689,0.03517170411054877,0.003451766588311559,536448.72830508,0.0625,0.7977945492254305,0.8823958780592529
bank_bootstrap_3.xlsx,0.01637693249640319,2.315857905938301,0.00035389617570945125,0.8834575656127711,0.45553223870867515,0.0,0.007376239209016408,0.5193398498583639,0.06296885092691734,202.45360325044956,621025.7666120024,0.8347302201011721,26.41484606804685,0.5,,636.3064752326587,,2825.6875,103.0,2.8155368481191982,288.80821513037984,2521,14.937723125743753,0.0003966679888932963,189265852.46630776,0.5,0.26184497108296634,0.8913317976231809,52.1689875,6544.4375,110.14420577956692,44.125,-499.625,0.01966090767746672,0.8255073307219021,2520,157.5,0.05573864767423857,90.0,157.5,16,3,0,2,0.008333333333333333,1,45211,0.0,16,9,116.78997917743624,,0.9393068672305299,0.2075096205029374,0.8834575656127711,7044.0625,0.26184497108296634,220.7170094311118,1.0218913625098769,4.393056738868165,0.18301291441684062,54.26952621004902,13.94088474509026,0.039266068909088535,0.0035931470876693346,621025.7666120022,0.06250000000000001,0.7924903794970626,0.8834575656127711
bank_bootstrap_4.xlsx,0.02816901956630602,2.319967447334454,0.00035389617570945125,0.8815111376160845,0.4588362578583341,0.0,0.007507014919581344,0.5250014939912853,0.06479575691385339,250.88667797835745,604733.474790656,0.8309037113256228,26.086175453435644,0.5,,661.3407597349291,,2825.6875,102.375,2.8248432814746653,24.99077785452722,2488,15.15192926045016,0.00040192926045016077,203969005.8666676,0.5,0.2666737194200858,0.8896064128861128,52.81762500000001,6761.6875,109.88202815686448,44.625,-252.0,0.020125659851074132,0.8223662125766034,2487,155.4375,0.05500873681183783,88.82142857142857,155.4375,16,3,0,2,0.025,1,45211,0.0,16,9,114.27410601698283,,0.939373106837119,0.21053071152543965,0.8815111376160845,7013.6875,0.2666737194200858,218.18968428409318,1.0228364529381109,2.3510700416888266,0.18297755847848268,54.46075174180706,14.155175879396985,0.03805432210437812,0.0035229983958161145,604733.4747906564,0.0625,0.7894692884745603,0.8815111376160845
bank_bootstrap_5.xlsx,0.01653463033730991,2.315266812514129,0.00035389617570945125,0.8823295210585893,0.46586992855092363,0.0,0.007308468554298763,0.5226274489403939,0.06458638381305468,192.85330666956875,579805.9498238516,0.8452807533099505,26.731374182060346,0.5,,611.851788556745,,2825.6875,101.1875,2.8183431734565434,20.965185235652985,2465,15.060446247464503,0.00040567951318458417,380407568.22447294,0.5,0.2771959566619503,0.8914645360816069,52.26165,6530.6875,108.99688958439317,44.1875,-426.375,0.019551087997980054,0.8270776134293343,2464,154.0,0.05450001105925549,79.48387096774194,154.0,16,3,0,2,0.025,1,45211,0.0,16,9,117.42137955459738,,0.9409436732468979,0.21703479032804268,0.8823295210585893,6957.0625,0.2771959566619503,213.9394117169794,1.022392647492497,2.2145527965931384,0.18328844601284738,53.863876396210415,14.063704605396632,0.03464020239459464,0.0036122860031818278,579805.9498238517,0.0625,0.7829652096719573,0.8823295210585893
